id,LR,RF,KRN,GBR,ETR,Ridge,cb,Ada,GCN_canonical_ESOL,GCN_attentivefp_ESOL,GAT_canonical_ESOL,GAT_attentivefp_ESOL,Weave_canonical_ESOL,Weave_attentivefp_ESOL,MPNN_canonical_ESOL,MPNN_attentivefp_ESOL,AttentiveFP_canonical_ESOL,AttentiveFP_attentivefp_ESOL,gin_supervised_contextpred_ESOL,gin_supervised_infomax_ESOL,gin_supervised_edgepred_ESOL,gin_supervised_masking_ESOL,label
19,-2.289635169,-2.617871102,-2.218,-3.165482578,-2.414999962,-2.330548952,-2.664257264,-4.415224597,-3.3441556,-2.4497044,-3.9227972,-4.7796617,-3.1211748,-3.1660469,-3.6856031,-3.430073,-3.7790983,-3.250689,-3.5465744,-3.783354,-1.6535485,-3.144406,-2.94
20,-7.290870005,-7.165690088,-6.660001,-7.061977112,-7.942800102,-7.1795986,-7.10494301,-5.900333246,-6.594835,-5.0934677,-8.270296,-7.8314247,-7.5630445,-7.0484276,-7.2108083,-7.7918673,-7.603939,-6.7766714,-7.496828,-7.752708,-6.429504,-7.9432397,-7.43
21,-1.95764581,-2.608056334,-2.8,-2.474607393,-2.291500022,-1.912565491,-2.477638568,-2.544015615,-3.7015877,-2.8324742,-5.570235,-4.7686834,-3.6161344,-4.655887,-4.3785863,-4.0408497,-3.557898,-3.2181497,-3.096953,-4.1896877,-3.3200142,-3.592483,-4.594
22,-3.375244051,-4.131670001,-2.7542,-3.664081369,-4.809400015,-3.396605801,-4.603047095,-2.544015615,-3.4903827,-3.529849,-4.8461547,-3.089797,-3.5540643,-3.3950984,-4.047919,-4.3462267,-3.8288765,-3.1186976,-2.4950979,-3.2465653,-3.0169504,-4.725291,-4.11
23,-2.238293435,-2.320170012,-1.8306,-2.079283637,-2.271580038,-2.192132154,-2.315937659,-2.577195178,-2.403218,-1.9633181,-3.4536924,-2.413641,-2.6446013,-2.8454401,-2.390224,-2.9927554,-2.4090488,-2.288067,-1.6663748,-2.2418368,-2.8391237,-2.4996562,-2.35
24,-1.741524681,-3.046569967,-4.74,-2.726491438,-1.623000003,-1.851129136,-3.30361406,-3.657373274,-4.6638265,-4.474978,-5.601485,-4.644022,-4.813242,-5.437068,-5.0383,-5.0092926,-4.4889455,-4.1268387,-4.193535,-4.476516,-3.9013913,-5.9340687,-5.47
25,-3.674946915,-4.709834323,-3.5760002,-4.030910547,-4.6688889,-3.632020056,-4.47001608,-4.556692975,-1.9047322,-1.5375416,-3.3160295,-2.7710686,-1.5148497,-1.8370283,-1.4630787,-1.752792,-1.6141354,-1.4853222,-2.2135272,-2.1341975,-1.2877316,-2.3565633,-1.81
26,-0.762293721,-1.877166646,-1.8151999,-1.73838751,-1.422090005,-0.77275788,-1.335759183,-2.544015615,-2.9793413,-1.2983489,-3.7701864,-3.1892118,-1.1779416,-1.8851898,-1.914742,-1.6085886,-1.4515183,-1.8987745,-1.6391431,-0.97733235,-1.1883909,-1.3835427,-1.39
27,-3.560513114,-3.184519979,-2.206,-3.233124288,-2.866160002,-3.56511478,-3.297410466,-4.143681095,-2.5000856,-2.0731738,-3.8526297,-3.5376663,-1.8931736,-2.380428,-2.289647,-2.541758,-2.3115008,-2.4255009,-2.7614675,-2.81506,-1.4111296,-1.84241,-1.661
28,-3.197972423,-3.198029988,-2.6580002,-2.88739806,-3.169200001,-3.324641007,-3.085484378,-3.700081104,-6.531531,-5.0330634,-7.410804,-7.8198023,-7.363323,-6.4357905,-6.502953,-7.266902,-7.317425,-6.416456,-6.02349,-7.2175894,-4.765036,-7.302155,-6.9
29,-3.356418753,-3.67104573,-3.1940002,-2.80096842,-3.657500058,-3.333006232,-3.365404815,-3.953299943,-2.4499242,-2.1363046,-3.6894364,-2.113894,-2.2384734,-2.4686933,-2.389423,-2.799732,-2.5710077,-2.437615,-3.02717,-2.6961734,-1.0708827,-3.2596753,-3.17
30,-2.438290448,-3.152679973,-2.936,-3.09237024,-3.027799938,-2.394931844,-2.81952798,-3.4234672,-2.8321984,-2.7571774,-4.659968,-3.7367158,-3.4578037,-3.3200667,-3.741938,-4.239286,-4.0723214,-3.5485396,-3.3453152,-4.0097446,-4.0458508,-4.018185,-3.75
31,-6.032251041,-4.355699989,-1.8560002,-4.127879823,-4.811800032,-5.757338224,-4.44829556,-3.990203876,-4.019518,-3.941147,-4.9035325,-3.4714508,-3.88185,-3.9821334,-4.2980475,-5.0493207,-4.5149527,-3.8771322,-3.2428339,-4.5099154,-3.0984519,-4.797044,-4.755
32,-3.207186787,-2.99811,-2.6850002,-3.135322746,-2.747130041,-3.134807568,-3.031307503,-3.080883585,-4.5829864,-3.4771023,-5.127772,-4.818089,-4.262548,-4.534477,-3.7575665,-4.670673,-4.034477,-3.8346634,-4.268971,-3.9390297,-3.0807774,-3.6626384,-4.805
33,-2.301092997,-3.075100004,-1.9799999,-2.183847858,-4.871220059,-2.270281087,-2.381589968,-2.479330026,-1.677551,-1.2498623,-2.0327535,-2.858542,-1.3084162,-1.5108138,-1.420369,-1.513899,-1.7270622,-1.1873174,-1.6968757,-1.6584882,-1.9427801,-1.7699282,-1.64
34,-5.296574527,-5.308939978,-5.1439996,-5.599575686,-4.909000015,-5.110630216,-4.812340059,-3.4234672,-4.442476,-3.9156468,-5.6077766,-5.297231,-6.3040104,-5.198705,-6.9827437,-7.111104,-5.351279,-5.20066,-5.2629642,-5.234174,-5.9963613,-5.865192,-5.22
35,-1.08324947,-1.999779984,-4.2808,-2.327549644,0.119199997,-1.179505809,-2.002489517,-4.240878693,-0.7463669,-0.8082352,-1.34719,-1.2252315,-0.25902572,-1.0075946,-0.621475,-0.7075685,-0.8735969,-0.77284205,-1.4461647,-1.2727731,-0.99037224,-0.9689826,-0.85
36,-3.550206048,-2.98107003,-2.762,-2.684522825,-1.4354,-3.467578513,-2.497572934,-3.4234672,-2.7696724,-1.9680009,-3.593934,-3.6160593,-3.5213423,-3.7489552,-3.9832144,-3.9009762,-3.2259505,-3.3138978,-2.7637603,-2.7058666,-3.83869,-2.754531,-3.504
37,-3.524582076,-3.263027506,-2.1286,-2.96510552,-4.929250097,-3.45130413,-3.762715901,-4.132619201,-3.9569352,-3.215764,-4.573942,-3.6533432,-3.2347093,-3.698447,-3.069779,-3.3822849,-3.21711,-3.160953,-1.9973685,-2.7796264,-1.8212913,-1.974304,-3.927
38,-2.215422124,-2.956624974,-2.822,-4.11205747,-3.352799988,-2.444015572,-3.268773395,-2.20406009,-3.7635856,-4.0156994,-5.7092137,-5.0114136,-3.90345,-4.9072375,-4.0941443,-3.9612007,-4.5260534,-4.504757,-2.543887,-4.9090967,-2.8293746,-4.416598,-4.15
39,-4.512511736,-5.556593872,-5.6128,-3.845361973,-6.342285599,-4.490405047,-4.654820437,-4.698192394,-4.3179193,-3.172533,-4.754763,-4.863848,-3.9478314,-3.3465898,-4.4971485,-5.445979,-4.8042717,-4.602967,-3.947376,-4.095804,-2.3425722,-4.4977612,-4.81
40,-4.865246767,-3.940169982,-4.653,-4.501144317,-6.712199945,-4.833711808,-4.028324431,-4.240878693,-4.3070564,-3.5087724,-5.1504493,-5.2132874,-4.917148,-4.2626057,-4.8360844,-5.1922703,-4.9666386,-4.650954,-3.8077848,-4.8199234,-5.04383,-4.686671,-4.88
41,-1.15555256,-0.528962141,-3.08,-1.294148037,0.653850004,-1.226351312,-0.718241883,-3.322850639,-0.7076567,-0.4003265,-1.6469487,-0.984346,0.02232219,-1.1566467,-0.23002706,-0.5406575,-0.15620494,-0.13782644,-0.5588258,-1.0033818,-0.7897437,-0.46619228,-0.15
42,-2.065823669,-2.264920762,-2.6601999,-2.265616544,-1.297300027,-2.124522316,-2.576856664,-3.657373274,-2.065177,-1.4010729,-2.936112,-2.7049255,-2.0241084,-1.4843748,-2.5236855,-2.5109174,-1.4770443,-1.3472923,-1.566342,-1.2450864,-1.3793226,-1.3931727,-1.655
43,-1.392331923,-2.606184965,-1.7739999,-2.990923823,-4.519900036,-1.439860798,-1.807524138,-2.577195178,-2.4955528,-1.7398012,-2.1568577,-3.1801438,-1.8829879,-2.3426857,-2.0501485,-2.8360622,-2.8125305,-2.642978,-2.1700995,-1.9914893,-2.2593186,-1.8713251,-2.53
44,-0.472391904,-1.487679985,-1.8299999,-1.220639083,-1.519999981,-0.614948013,-0.81895348,-2.290980305,-0.9868769,-0.78095156,-0.53052115,-1.5868901,-0.34636936,-0.4707507,-0.12357937,-0.49543428,-0.11150885,0.10286808,-0.5226251,-0.41228026,-0.30655223,-0.15392098,-0.63
45,-2.289635169,-2.617871102,-2.218,-3.165482578,-2.414999962,-2.330548952,-2.664257264,-4.415224597,-1.7570271,-1.2686098,-1.9793303,-3.1174917,-0.8365314,-1.6071115,-1.088897,-1.2831172,-1.4896779,-1.3447473,-1.5684445,-1.7464751,-1.1270713,-1.5335565,-1.55
46,-2.924390301,-3.070660029,-2.2106,-2.22868165,-1.528000011,-2.895061139,-2.119911914,-2.632230087,-2.4052153,-1.8288214,-3.4954796,-2.8622699,-2.8590052,-3.0179875,-2.2141664,-2.8300025,-2.5683603,-2.5476604,-2.17377,-2.7306254,-3.3690155,-2.692326,-3.083
47,-0.798712672,-2.876489997,-2.6816,-1.901430725,-0.280399997,-0.760037677,-2.163534169,-2.942938771,-2.7228775,-2.256782,-4.6155286,-4.0821047,-2.6665719,-3.4159684,-2.7400284,-2.6395056,-2.9415367,-2.9456356,-2.2437475,-2.8498652,-2.5634553,-3.134444,-3.127
48,-2.786098425,-2.291879998,-2.4099998,-2.382954109,-2.067139955,-2.715617732,-2.403146333,-2.544015615,-4.0099807,-3.904647,-5.1227193,-4.1862044,-3.2337193,-4.633618,-3.3747473,-2.6587315,-3.7463212,-4.403167,-4.2084894,-3.5527167,-2.1349018,-2.8826706,-4.76
49,-3.94504994,-3.678579984,-4.0239997,-3.913164055,-3.504000046,-3.911933922,-3.022537966,-4.049615383,-2.7325785,-1.9652762,-4.214443,-2.6206555,-3.5343146,-3.8503675,-2.9545498,-3.1410477,-2.6351008,-2.1156464,-2.2817883,-3.0419762,-4.465591,-2.1765788,-1.94
50,-3.722422557,-3.919534006,-4.9992,-3.435015488,-3.00999999,-3.66187342,-3.427631299,-4.698192394,-2.7542374,-2.6317682,-3.837974,-3.5907316,-2.903139,-2.6311262,-3.188385,-3.749921,-3.439689,-3.3141236,-4.1345325,-3.5538895,-2.1029086,-3.896883,-3.66
51,-3.057857826,-2.266610021,-2.084,-1.777705231,-2.342460027,-3.037471963,-2.720184027,-2.835833318,-2.4758558,-2.224996,-4.2179155,-3.797328,-2.1644993,-3.025226,-2.4462752,-2.8256156,-2.6777961,-2.7411478,-3.0125759,-3.5187352,-1.8605955,-2.3402812,-2.17
52,-5.8439536,-6.112019939,-5.8472,-5.925923461,-5.923599968,-5.857255496,-6.167929431,-4.240878693,-6.1292467,-5.125273,-6.5342712,-7.12964,-6.68283,-6.400827,-7.2146,-6.3520174,-6.919731,-6.522347,-6.9209747,-6.821308,-7.2396493,-6.4294343,-8.057
53,-2.260727361,-3.191766674,-3.5208,-2.412998902,-4.465949996,-2.354155124,-2.93687272,-3.657373274,-2.809179,-2.3214483,-4.865747,-4.1936893,-2.3242524,-3.3555372,-2.5222878,-2.4297569,-2.77577,-2.7710993,-1.5896504,-2.8444684,-2.5247586,-2.9560268,-2.523
54,-5.949995996,-6.812230091,-6.25,-6.691072589,-7.601399965,-5.98186022,-6.583852287,-5.900333246,-6.992889,-5.464073,-9.010144,-8.026656,-7.8521085,-7.744884,-7.819674,-8.023847,-7.9885178,-7.288524,-7.8685026,-8.367602,-6.536271,-8.321581,-8.6
55,0.379546992,-1.661399988,-1.374,-1.655740612,-1.24000001,0.193873256,-0.998963572,-2.711462612,-1.0064284,-0.8869921,-2.1801505,-2.195675,-0.7019684,-1.5491385,-0.7456658,-1.0559814,-0.7323595,-0.9513421,-1.0813588,-1.2713504,-1.6700116,-0.91018695,-0.62
56,-2.895554637,-2.762900027,-3.3799999,-2.283344699,-3.458699906,-2.817862778,-2.787306924,-2.544015615,-3.481544,-3.511741,-4.2901344,-5.191517,-4.7326756,-2.8398445,-4.5218606,-5.640695,-5.095972,-5.020053,-4.9008045,-4.3272676,-2.5403836,-4.658739,-5.05
57,-3.500644322,-4.777459981,-4.597,-4.00123856,-5.263800135,-3.602348759,-4.221726748,-3.657373274,-3.9072502,-3.2343314,-5.0124254,-4.7741046,-4.8308353,-4.1996956,-4.2333694,-4.901134,-4.6820116,-4.443737,-3.7622147,-4.338949,-5.307769,-3.768561,-4.14
58,-3.916666181,-5.281719957,-5.9480004,-5.610216725,-1.424300011,-4.062327297,-4.977164873,-4.226877882,-6.264137,-5.45177,-6.9908032,-7.174391,-7.2049103,-6.959357,-7.212008,-6.6992083,-7.3001175,-6.7908626,-6.7914343,-7.2400126,-7.2499857,-6.632033,-6.57
59,-0.947559643,-0.911499993,-1.392,-0.925565575,-0.810800002,-0.945831936,-0.416147097,-2.091291229,-0.44125277,-0.9664898,-1.7038513,-1.0575242,0.027169941,-0.9427552,-0.015705347,-0.39781106,-0.36795998,-0.20170403,-0.6020826,-0.71721727,-0.72105175,-0.24142548,-0.19
60,-5.371693045,-5.267630017,-6.7439995,-4.178160379,-5.00079998,-5.31998076,-6.025708992,-5.539275538,-8.375545,-6.327754,-10.564128,-9.505918,-8.28734,-9.137795,-8.5319395,-8.670031,-8.541291,-8.057808,-9.30635,-9.8329935,-6.9606376,-9.80222,-9.15
61,-1.370755155,-0.636090002,-0.822,-1.23781846,-0.020199999,-1.376111252,-0.715713142,-2.20406009,-0.57958674,-1.1018775,-2.263421,-1.4625252,-0.6447194,-1.2994919,-0.7901046,-1.2959119,-1.0033344,-0.83725834,-0.82968175,-1.0402235,-0.8400994,-1.1288581,-0.82
62,-4.033921447,-3.893319958,-4.328,-3.892489587,-3.59399992,-4.086685723,-3.778682131,-4.076999982,-3.0930495,-2.853896,-4.466189,-5.3559537,-2.5907023,-2.2855875,-2.901626,-3.3948083,-3.2013624,-3.472922,-3.541157,-2.7874205,-2.3261964,-2.8417656,-3.68
63,-0.733412622,-0.748180002,-1.102,-2.027638672,-0.170000002,-0.75807901,-0.864149595,-2.711462612,-0.77440417,-0.9283464,-1.9372888,-1.8956345,-0.2467918,-1.047919,-0.35657197,-0.82861596,-0.4965421,-0.42975688,-0.9330747,-0.8805113,-1.0554947,-0.476724,-0.8
64,-1.728156781,-3.348950023,-3.3419998,-2.538748737,-1.409900007,-1.726478427,-2.924580627,-1.947457584,-2.6451771,-2.9346433,-3.9620266,-3.0722346,-2.8170037,-3.7199569,-2.4128337,-2.553733,-2.443595,-2.9851427,-2.9246054,-3.0572276,-2.2065246,-2.102918,-2.81
65,-4.043538794,-3.629720027,-3.1139998,-4.059207811,-3.417650023,-4.046360831,-3.628855759,-3.796655166,-5.7239127,-4.7794137,-7.003586,-7.179741,-4.615658,-6.542996,-4.7219825,-5.266074,-5.5111523,-4.906086,-6.2046394,-6.2821345,-3.6189575,-4.629917,-5.931
66,-4.82110273,-4.075360025,-3.9492002,-4.292950211,-4.196560163,-4.753981378,-4.305164536,-4.143681095,-3.9637938,-3.019738,-5.0737634,-3.8884983,-3.5546112,-3.6582863,-4.230789,-4.17133,-3.4885528,-3.3335066,-2.3016331,-3.6596987,-2.2324967,-4.587975,-4.06
67,-0.00869287,-0.608349999,0.6,-1.21219697,0.177200014,-0.062852546,-0.74202279,-2.20406009,-0.67005944,-0.35280758,-1.7347046,-1.2014017,0.47965658,-0.68460476,0.3140132,-0.21319813,-0.55862653,-1.0709043,0.10058501,0.2359282,0.023348048,0.5054122,-0.667
68,-0.266467123,-1.031389992,0.638,-0.821931088,-2.266939993,-0.466809102,-0.80664377,-2.017257603,-1.8345673,-1.523221,-3.4675736,-3.1157212,-0.9723137,-2.0328043,-1.6829941,-2.2231855,-2.1052926,-2.050369,-1.6898538,-2.4855363,-1.1663284,-1.6392381,-2.68
69,-5.683379004,-5.78658004,-4.658,-6.281743188,-7.983599973,-5.674182214,-5.533981446,-4.240878693,-4.894688,-3.9055042,-5.910954,-5.8372808,-5.51879,-4.959061,-5.762873,-5.991451,-5.732555,-4.965981,-4.6649723,-5.4040394,-5.375074,-5.3757796,-5.27
70,-2.292752066,-3.274230023,-3.6404,-2.925452683,-4.50650001,-2.355980161,-2.710405561,-4.143681095,-2.3393404,-2.523859,-3.3372517,-2.9015207,-2.8155894,-2.1168308,-2.1779368,-2.4282362,-2.2193396,-1.8386992,-3.4417415,-2.4926972,-1.3985404,-2.3462245,-3.38
71,-4.911536393,-3.562120019,-3.2760003,-4.31030745,-3.514130034,-4.919578287,-4.635578617,-4.25947887,-5.1247015,-3.5511243,-5.3261323,-4.651359,-5.236339,-5.3873134,-5.1630654,-5.9885273,-5.2441864,-4.670518,-4.8477974,-5.5956116,-4.345603,-5.7918158,-5.46
72,-5.690934555,-4.089597979,-1.5439999,-3.954651245,-4.003579998,-5.598591168,-3.751566654,-3.726131313,-1.9383864,-1.5747663,-3.1353679,-3.286138,-3.3759956,-2.5277572,-3.6595025,-3.4247465,-2.4957585,-1.9577466,-2.452102,-2.5040987,-3.1752806,-4.6598454,-1.96
73,-2.887438223,-2.314520018,-1.9178,-2.439411108,-2.31469002,-2.887091302,-2.428239162,-3.080883585,-3.0624764,-2.476516,-4.093952,-4.1174817,-2.2592442,-3.260867,-2.7500677,-2.751664,-2.8595119,-2.730449,-2.3783178,-3.0356162,-2.217167,-2.3530343,-2.369
74,-1.930120299,-1.321782156,-2.7879999,-2.172017865,-1.627400007,-1.945495103,-1.852749017,-4.132619201,-1.4686489,-1.5073624,-2.881534,-1.9154145,-1.2915269,-1.6892258,-1.5891773,-1.9248989,-1.5357221,-1.3742948,-1.7466869,-1.620042,-1.0568526,-2.032507,-2.25
75,-0.313363367,-0.896575008,-0.43,-1.190318159,-0.343199999,-0.329230923,-0.922139875,-1.947457584,-2.166792,-1.5963485,-2.3204198,-2.6217303,-1.1890503,-1.572118,-1.2645726,-1.7508839,-1.5407925,-1.4177676,-1.3512319,-1.6049145,-1.2001251,-1.3612776,-1.92
76,-6.235075987,-4.61586334,-4.2952,-4.751248325,-4.810630016,-6.222718583,-5.056851527,-4.132619201,-5.4901986,-4.2741375,-6.8255925,-6.260186,-4.9111032,-5.705051,-5.0388904,-5.068677,-5.237978,-4.7334175,-4.634873,-5.8538218,-2.9394658,-5.3991723,-5.886
77,-7.238067602,-6.173499999,-6.253999,-6.408794006,-8.609499741,-7.144315843,-6.04814311,-4.556692975,-5.6797357,-4.347477,-6.7305965,-6.630355,-7.2424006,-5.655517,-6.213389,-6.7090507,-6.5080004,-5.4663973,-5.3197327,-6.560237,-5.926255,-6.1229477,-6.01
78,-2.089194751,-1.921389974,-2.158,-2.05993755,-1.959200058,-2.077039722,-1.876465791,-2.711462612,-1.8385322,-1.2731682,-2.3883805,-2.6777806,-1.3118651,-1.5933506,-1.5328083,-2.0231063,-1.9552336,-1.653727,-1.1961783,-1.8393801,-1.7504505,-1.9182518,-1.73
79,-4.66522938,-4.107660004,-2.7660003,-4.536938761,-6.778400173,-4.897106939,-4.480937378,-4.151256558,-4.302769,-2.902962,-6.3446984,-4.4562645,-4.8012643,-4.6379395,-2.3655434,-2.6984026,-4.837306,-4.8514066,-3.576101,-4.71282,-4.00482,-4.7888885,-3.493
80,1.410867585,-2.72522999,-1.3498,-1.907246683,-3.373999996,1.175525765,-1.516795334,-1.76796543,-2.706362,-2.1742566,-3.1501389,-1.809595,-1.2319461,-1.4932264,-1.3148959,-1.6657465,-1.1773026,-1.245836,-1.7982706,-1.1935945,-0.95477515,-1.5954525,-1.995
81,-0.03710152,-0.656550004,-1.0940001,-1.375417908,-0.485900008,-0.256280682,-0.987775616,-2.632230087,-2.525204,-1.5645041,-2.8298593,-1.8731062,-0.5528293,-2.243855,-1.3210025,-0.8987614,-0.9902365,-1.5956031,-1.0552016,-0.72168684,-0.99953765,-0.6575704,-0.466
82,-1.191744425,-1.259020017,-0.518,-0.820358872,-3.452400045,-1.157165171,-1.041038331,-2.20406009,0.37385952,-0.19951773,-1.1733425,-1.9724874,0.7803561,-0.4779906,0.26996058,0.07080732,0.42045212,0.099057436,-0.4416664,-0.4691824,-0.23477963,0.5400797,0.32
83,-2.735783494,-2.698620019,-2.392,-2.904849982,-2.20380003,-2.696906844,-2.671820147,-3.4234672,-2.4704702,-2.101151,-3.5534534,-3.986135,-2.9453125,-2.5405993,-2.8632302,-2.9186213,-2.892761,-2.7179346,-2.0256577,-2.736643,-3.3677719,-2.6753366,-2.77
84,-2.238526674,-3.311249996,-3.6492,-2.717905458,-4.194569938,-2.263496311,-2.426634467,-3.080883585,-2.7250764,-2.4717855,-4.597546,-3.7605543,-3.3714888,-3.3200667,-3.5726361,-4.4787188,-4.0565987,-3.5731382,-3.639723,-3.7346268,-3.79687,-3.2172549,-3.28
85,-2.786692657,-2.353189985,-1.4496,-2.30242276,-2.174000025,-2.757765046,-2.900666321,-2.544015615,-3.5301719,-2.5121465,-4.1882095,-4.62962,-2.7825484,-3.20234,-3.6948104,-3.9192731,-3.8486824,-3.0766072,-2.8929746,-3.3104782,-2.8738558,-2.7591326,-3.67
